failure_type,num_cases,case_ratio,mean_final_rank,median_final_rank,mean_baseline_rank,similar_gold_evidence_ratio,mean_gold_similarity,multilabel_ratio
A_similar_case_no_or_weak_evidence,645,0.3443673251468233,9274.415503875969,9999.0,1115.8403100775195,0.0,0.0,0.16744186046511628
B_evidence_but_weight_insufficient,194,0.10357714895888948,26.9020618556701,30.0,268.60309278350513,1.0,0.31037716559835316,0.11855670103092783
C_wrong_evidence_interference,120,0.06406833956219968,4.558333333333334,4.0,2.1333333333333333,0.36666666666666664,0.12067943972845872,0.09166666666666666
D_candidate_recall_missing,598,0.3192738921516284,9999.0,9999.0,1199.9765886287626,0.0,0.0,0.1688963210702341
E_label_ontology_relaxed_hit,1078,0.5755472504004271,5281.013914656772,9999.0,675.1985157699444,0.1790352504638219,0.055510243660112035,0.14749536178107606
