final_rank_gt50_cases,mondo_relation_recovered_gold_cases,hpo_hyperedge_recovered_gold_cases_top100,hpo_hyperedge_recovered_gold_cases_top200,similar_case_top30_recovered_gold_cases_analysis_only,similar_case_top50_recovered_gold_cases_analysis_only,validation_similar_top30_gold_cases,validation_similar_top50_gold_cases,test_analysis_only_similar_top30_gold_cases,test_analysis_only_similar_top50_gold_cases,still_unrecovered_by_any_analysis_expansion
645,75,95,120,0,0,1809,1840,0,0,472
