dataset,case_hpo_bucket,gold_hpo_bucket,ic_overlap_bucket,seen_label,overlap_zero,num_rank_gt50_cases,mean_rank,mean_case_hpo_count,mean_gold_disease_hpo_count,mean_exact_overlap,mean_ic_weighted_overlap,mean_semantic_overlap,obsolete_mondo_rate,unmapped_mondo_rate
mimic_test,"(5,10]","(7,15]","(0.25,0.5]",True,False,3,104.0,6.0,11.666666666666666,0.27723623568660505,0.32814138339830934,0.32814138339830934,0.0,0.0
mimic_test,"(-inf,3]","(30,inf)","(0.25,0.5]",True,False,2,492.0,3.0,40.0,0.09207020368677116,0.3134720222744274,0.4516779680160106,0.0,0.0
mimic_test,"(-inf,3]","(30,inf)","(0.5,inf)",True,False,2,697.0,3.0,52.0,0.16545036116110973,0.6623338524457973,1.0,0.0,0.0
mimic_test,"(10,20]","(7,15]","(0.05,0.1]",False,False,2,5607.5,16.5,10.5,0.11127288721167568,0.07435479763699712,0.11099559660907947,0.0,0.0
mimic_test,"(20,inf)","(15,30]","(0.05,0.1]",True,False,2,100.0,24.5,21.5,0.08246823620698074,0.06852211924048512,0.2242185038877972,0.0,0.0
mimic_test,"(20,inf)","(15,30]","(0.1,0.25]",True,False,2,469.5,22.0,26.0,0.1878035376214538,0.17746566694645916,0.2892583606338375,0.0,0.0
mimic_test,"(20,inf)","(3,7]","(0.05,0.1]",True,False,2,184.0,23.0,6.0,0.17722178757756052,0.07431908721284887,0.09083470312899818,0.0,0.0
mimic_test,"(20,inf)","(30,inf)","(0,0.05]",True,False,2,377.0,21.5,63.5,0.02935957809302455,0.034912672915424714,0.25702974292580927,0.0,0.0
mimic_test,"(20,inf)","(7,15]","(-inf,0]",True,True,2,193.5,30.0,11.5,0.0,0.0,0.015971820323910365,0.0,0.0
mimic_test,"(3,5]","(15,30]","(-inf,0]",True,True,2,3942.0,5.0,16.5,0.0,0.0,0.18303245429380685,0.0,0.0
mimic_test,"(5,10]","(3,7]","(0.05,0.1]",False,False,2,6309.0,10.0,6.0,0.13047210858537445,0.08507423094906713,0.16938348244878423,0.0,0.0
mimic_test,"(5,10]","(30,inf)","(-inf,0]",False,True,2,5828.5,8.5,35.0,0.0,0.0,0.0,0.0,0.0
mimic_test,"(5,10]","(30,inf)","(0,0.05]",True,False,2,8243.5,9.0,38.5,0.054174183672610315,0.045028417925967984,0.2247855022872022,0.0,0.0
mimic_test,"(5,10]","(30,inf)","(0.5,inf)",True,False,2,156.5,8.0,55.5,0.25271313219933544,0.5676809428433739,0.6594893651884639,0.0,0.0
mimic_test,"(5,10]","(7,15]","(-inf,0]",False,True,2,5612.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0
mimic_test,"(5,10]","(7,15]","(0,0.05]",True,False,2,236.5,8.0,12.0,0.10456911155764281,0.046970942802390475,0.23878969155267568,0.0,0.0
mimic_test,"(-inf,3]","(3,7]","(0.25,0.5]",True,False,1,53.0,3.0,6.0,0.23570226039551587,0.2838446826290906,0.2838446826290906,0.0,0.0
mimic_test,"(-inf,3]","(3,7]","(0.5,inf)",True,False,1,62.0,2.0,6.0,0.2886751345948129,0.5751797400078669,0.5751797400078669,0.0,0.0
mimic_test,"(-inf,3]","(30,inf)","(0.1,0.25]",False,False,1,3156.0,3.0,34.0,0.09901475429766744,0.19246422182051093,0.19246422182051093,0.0,0.0
mimic_test,"(-inf,3]","(7,15]","(0.1,0.25]",True,False,1,753.0,3.0,9.0,0.19245008972987526,0.1623836545128471,0.1623836545128471,0.0,0.0
mimic_test,"(-inf,3]","(7,15]","(0.25,0.5]",True,False,1,232.0,3.0,8.0,0.20412414523193154,0.29352981136044937,0.29352981136044937,0.0,0.0
mimic_test,"(10,20]","(15,30]","(0.05,0.1]",False,False,1,109.0,12.0,27.0,0.05555555555555555,0.06437243657088111,0.6019879796237235,0.0,0.0
mimic_test,"(10,20]","(3,7]","(0.05,0.1]",False,False,1,12565.0,17.0,5.0,0.10846522890932808,0.0566417872564281,0.11505914416523119,0.0,0.0
mimic_test,"(10,20]","(30,inf)","(0,0.05]",False,False,1,16371.0,20.0,35.0,0.03779644730092272,0.03794707397972909,0.03794707397972909,0.0,0.0
mimic_test,"(10,20]","(30,inf)","(0.05,0.1]",False,False,1,667.0,11.0,49.0,0.0430730492253948,0.06635778081409881,0.1562085371064476,0.0,0.0
mimic_test,"(10,20]","(30,inf)","(0.1,0.25]",False,False,1,244.0,15.0,49.0,0.07377111135633176,0.13054191709688817,0.4138644041058216,0.0,0.0
mimic_test,"(10,20]","(7,15]","(0.1,0.25]",False,False,1,77.0,16.0,9.0,0.25,0.1237252876681289,0.2231972846013582,0.0,0.0
mimic_test,"(20,inf)","(15,30]","(-inf,0]",True,True,1,173.0,23.0,17.0,0.0,0.0,0.16980806758527844,0.0,0.0
mimic_test,"(20,inf)","(15,30]","(0,0.05]",True,False,1,136.0,30.0,17.0,0.04428074427700476,0.04432634543220396,0.21479910199834953,0.0,0.0
mimic_test,"(20,inf)","(3,7]","(0.05,0.1]",False,False,1,2246.0,22.0,6.0,0.08703882797784893,0.05539120967611775,0.05539120967611775,0.0,0.0
mimic_test,"(20,inf)","(30,inf)","(0,0.05]",False,False,1,16290.0,21.0,35.0,0.03688555567816588,0.03562781410214394,0.03562781410214394,0.0,0.0
mimic_test,"(20,inf)","(7,15]","(0,0.05]",True,False,1,88.0,21.0,10.0,0.06900655593423542,0.028970126995928963,0.1509493599967037,0.0,0.0
mimic_test,"(3,5]","(15,30]","(0.25,0.5]",False,False,1,138.0,5.0,27.0,0.17213259316477408,0.4380176915716124,0.8600780211159266,0.0,0.0
mimic_test,"(3,5]","(15,30]","(0.25,0.5]",True,False,1,519.0,5.0,21.0,0.19518001458970666,0.2620491001762437,0.4824327486151248,0.0,0.0
mimic_test,"(3,5]","(15,30]","(0.5,inf)",True,False,1,247.0,4.0,28.0,0.2834733547569204,0.6693583789216496,0.6693583789216496,0.0,0.0
mimic_test,"(3,5]","(3,7]","(0.05,0.1]",True,False,1,242.0,5.0,7.0,0.1690308509457033,0.07650973908079621,0.07650973908079621,0.0,0.0
mimic_test,"(3,5]","(3,7]","(0.5,inf)",True,False,1,501.0,5.0,7.0,0.50709255283711,0.5248879669647947,0.5248879669647947,0.0,0.0
mimic_test,"(3,5]","(30,inf)","(0.25,0.5]",True,False,1,196.0,5.0,34.0,0.15339299776947407,0.37435616784750597,0.6951055039037506,0.0,0.0
mimic_test,"(5,10]","(3,7]","(0,0.05]",True,False,1,392.0,8.0,5.0,0.15811388300841897,0.04562232214081482,0.3292488929938363,0.0,0.0
mimic_test,"(5,10]","(3,7]","(0.1,0.25]",False,False,1,77.0,7.0,7.0,0.2857142857142857,0.23707384028103493,0.6825458280530036,0.0,0.0
mimic_test,"(5,10]","(3,7]","(0.25,0.5]",True,False,1,117.0,7.0,7.0,0.2857142857142857,0.2741676197117059,0.2741676197117059,0.0,0.0
mimic_test,"(5,10]","(30,inf)","(0.05,0.1]",False,False,1,2201.0,6.0,34.0,0.07001400420140048,0.09730297001886758,0.09730297001886758,0.0,0.0
mimic_test,"(5,10]","(30,inf)","(0.1,0.25]",False,False,1,2068.0,8.0,34.0,0.12126781251816648,0.13303678227135618,0.2571095572775504,0.0,0.0
