dataset,subset,num_cases,mean_gold_label_count,median_gold_label_count,exact_top1,exact_top3,exact_top5,exact_top50,any_label_hit_at_1,any_label_hit_at_3,any_label_hit_at_5,any_label_hit_at_50
mimic_test,multi_label,227,2.0837004405286343,2.0,0.1277533039647577,0.2643171806167401,0.30837004405286345,0.4977973568281938,0.2687224669603524,0.44933920704845814,0.5110132158590308,0.7841409691629956
mimic_test,single_label,1646,1.0,1.0,0.20048602673147023,0.3043742405832321,0.3602673147023086,0.6312272174969623,0.20048602673147023,0.3043742405832321,0.3602673147023086,0.6312272174969623
mimic_test,ALL,1873,1.1313400961025093,1.0,0.19167111585691404,0.2995194874532835,0.3539775760811532,0.615056059797117,0.20875600640683395,0.3219434063000534,0.3785371062466631,0.6497597437266418
