dataset_name,baseline_top1,baseline_top3,baseline_top5,baseline_rank_le_50,baseline_mean_rank,baseline_median_rank,similar_case_top1,similar_case_top3,similar_case_top5,similar_case_rank_le_50,similar_case_mean_rank,similar_case_median_rank,similar_case_any_label_at_5,delta_top1,delta_top3,delta_top5,delta_rank_le_50
DDD,0.3035479632063075,0.4441524310118265,0.4901445466491458,0.7463863337713534,276.60446780551905,6.0,0.27463863337713534,0.4375821287779238,0.5019710906701709,0.7739816031537451,2227.1865965834427,5.0,0.5032851511169514,-0.02890932982917216,-0.006570302233902703,0.011826544021025065,0.02759526938239165
HMS,0.28,0.44,0.48,0.76,51.48,7.0,0.28,0.48,0.56,0.76,2404.96,4.0,0.56,0.0,0.03999999999999998,0.08000000000000007,0.0
LIRICAL,0.5423728813559322,0.6271186440677966,0.711864406779661,0.7796610169491526,290.8305084745763,1.0,0.5423728813559322,0.6779661016949152,0.711864406779661,0.864406779661017,1361.084745762712,1.0,0.711864406779661,0.0,0.05084745762711862,0.0,0.0847457627118644
MME,0.9,0.9,0.9,0.9,10.0,1.0,0.8,0.9,0.9,0.9,1000.9,1.0,0.9,-0.09999999999999998,0.0,0.0,0.0
MyGene2,0.8484848484848485,0.8787878787878788,0.9090909090909092,0.9696969696969696,10.87878787878788,1.0,0.8787878787878788,0.9090909090909091,0.9090909090909091,0.9696969696969697,304.6060606060606,1.0,0.9090909090909091,0.030303030303030276,0.030303030303030276,-1.1102230246251565e-16,1.1102230246251565e-16
RAMEDIS,0.7741935483870968,0.8755760368663594,0.9308755760368664,0.9907834101382488,4.986175115207374,1.0,0.8202764976958525,0.9262672811059908,0.9585253456221198,0.9953917050691244,48.08294930875576,1.0,0.9585253456221198,0.04608294930875578,0.05069124423963134,0.027649769585253337,0.004608294930875667
mimic_test_recleaned_mondo_hpo_rows,0.188467698878804,0.3016550987720235,0.3566470902295782,0.6187933796049119,401.02669514148425,21.0,0.20928990923651897,0.32995194874532835,0.39402028830752805,0.6497597437266418,3397.430859583556,18.0,0.4223171382808329,0.020822210357714976,0.02829684997330484,0.037373198077949865,0.030966364121729928
