dataset,num_cases,top1_gained_cases,top1_lost_cases,top3_gained_cases,top3_lost_cases,top5_gained_cases,top5_lost_cases,rank_improved,rank_worsened,rank_unchanged,current_rank_2_5_to_rank1,current_rank_4_5_to_top3,current_rank_6_50_to_top5,current_rank_gt50_to_top50,harmed_mean_current_rank
DDD,761,10,17,4,17,6,19,80,295,386,10,2,6,22,33.54915254237288
