dataset,metric,mean,ci95_low,ci95_high,stable_positive
DDD,top1,0.3677450722733246,0.33508541392904073,0.4021024967148489,False
DDD,delta_top1_vs_current,-0.009469119579500656,-0.023653088042049908,0.0026281208935611255,False
DDD,delta_top1_vs_failed_pairwise,0.0012115637319316712,-0.006570302233902758,0.009198423127463884,False
DDD,top3,0.48020499342969775,0.4454664914586071,0.5151116951379764,False
DDD,delta_top3_vs_current,-0.017269382391590014,-0.02890932982917216,-0.006570302233902758,False
DDD,delta_top3_vs_failed_pairwise,-0.0017477003942181336,-0.00788436268068335,0.005256241787122196,False
DDD,top5,0.5226333771353482,0.48226018396846254,0.557161629434954,False
DDD,delta_top5_vs_current,-0.01701708278580815,-0.030223390275952777,-0.005256241787122251,False
DDD,delta_top5_vs_failed_pairwise,0.0027095926412614973,-0.005256241787122251,0.011826544021024898,False
