dataset,metric,mean,ci95_low,ci95_high,num_cases,stable_above_current
DDD,top1,0.3665335085413929,0.33377135348226017,0.40147831800262807,761,False
DDD,delta_top1,-0.010680683311432326,-0.026281208935611033,0.003942181340341688,761,False
DDD,top3,0.48195269382391587,0.4467805519053876,0.5158015768725361,761,False
DDD,delta_top3,-0.015521681997371879,-0.02890932982917216,-0.0026281208935611255,761,False
DDD,top5,0.5199237844940867,0.480946123521682,0.5539093298291721,761,False
DDD,delta_top5,-0.019726675427069643,-0.034855453350854146,-0.005256241787122166,761,False
