mondo_id,provided_name,mondo_preferred_name,match_type,has_synonym_match,possible_name_conflict,action_recommendation,notes
MONDO:0971177,NOT_FOUND,immunodeficiency 123 with HPV-related verrucosis,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0971178,NOT_FOUND,polycystic kidney disease 8,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0971179,NOT_FOUND,arterial tortuosity-bone fragility syndrome,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0009131,NOT_FOUND,Riley-Day syndrome,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975705,NOT_FOUND,otofacial neurodevelopmental syndrome,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975745,NOT_FOUND,neurodevelopmental disorder with characteristic facial and ectodermal features and tetraparesis 1,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975746,NOT_FOUND,"spastic paraplegia 92, autosomal recessive",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975747,NOT_FOUND,spermatogenic failure 95,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975748,NOT_FOUND,"Parkinson disease 26, autosomal dominant, susceptibility to",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975749,NOT_FOUND,immunodeficiency 125,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975761,NOT_FOUND,"immunodeficiency 126, susceptibility to",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975795,NOT_FOUND,Kariminejad neurodevelopmental syndrome,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975796,NOT_FOUND,"spastic paraplegia 93, autosomal recessive",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975797,NOT_FOUND,"myelofibrosis, congenital, with anemia, neutropenia, developmental delay, and ocular abnormalities",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0009133,NOT_FOUND,"cerebellar ataxia, intellectual disability, and dysequilibrium",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975799,NOT_FOUND,brain malformation renal syndrome,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975800,NOT_FOUND,spinocerebellar ataxia 51,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975801,NOT_FOUND,"encephalopathy, acute transient",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975805,NOT_FOUND,foveal hypoplasia 3,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975806,NOT_FOUND,multiple mitochondrial dysfunctions syndrome 10,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
